,Hospital Code,Name Of Hospital,Address of Hospital,current address,Phone Number,Class Recommended,Notification Number,Notification Date,Valid Upto,latitude,longitude
71,412201,SILVERLINE EYE HOSPITAL,"396, PRINCE ANWAR SHAH RD,KOLKATA-45","396, PRINCE ANWAR SHAH RD,KOLKATA-700045","(033)24736940,
24720836",MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.50225,88.36268
72,412202,EYE CARE & RESEARCH CENTRE,"BIPLABI NIKETAN
,12A,BIRESH GUHA STREET,KOLKATA-700017,
Mail ID- eyecarecentre@ymail.com","BIPLABI NIKETAN
,12A,BIRESH GUHA STREET,KOLKATA-700017",(033)22872809/ 2,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.53866,88.37157
73,412203,CARE & CURE HOSPITAL,"SAMARENDRANATH COLONY, P.O. NABAPALLY,BARASAT, NORTH 24 PGS., PIN 700126,
Mail ID- 7carecure@gmail.com","SAMARENDRANATH COLONY, P.O. NABAPALLY,BARASAT, NORTH 24 PGS., PIN 700126",3325426732,MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.72517,88.47736
74,412205,BANKURA SEVA NIKETAN,"PATPUR, JAIL ROAD, BANKURA-722101, Mail ID-
ghosal110prasenjit@gmail.co m","PATPUR, JAIL ROAD, BANKURA-722101",9332915566,MULTI SPECIALITY HOSPITAL,100-F (MED)WB,27/11/2019,31/03/2023,23.22718,87.05839
75,412206,GITARAM HOSPITAL,"NH-34 KHAGRAGHAT,BERHAMP ORE,MURSHIDABAD- 742187, Mail ID-
gitaramgroup@gmail.com","NH-34 KHAGRAGHAT,BERHAMP ORE,MURSHIDABAD- 742187",(03482)226592/ 2,MULTI SPECIALITY WITH DIAGNOSTIC FACILITY,29-F(MED)WB,17/02/2020,31/03/2023,24.1035,88.21401
76,412207,DR. NIHAR MUNSHI EYE FOUNDATION,"1/3,DOVER PLACE,P.S.- GARIAHAT, KOLKATA- 700019, Mail ID-
nmef@vsnl.net","1/3,DOVER PLACE,P.S.- GARIAHAT, KOLKATA",(033)24619769/ 8,UNI-SPECIALITY EYE HOSPITAL,94-F(MED)WB,13/11/2019,31/03/2023,22.50529,88.3454
77,412210,GREENVIEW CLINIC AND NURSING HOME,"231/1 RBC ROAD, NAIHATI,NORTH 24 PARGANAS, PIN-743165,
Mail ID- nursinghomegreenview@gmai l.com","231/1 RBC ROAD, NAIHATI,NORTH 24 PARGANAS, PIN-743165",(033)25812429/ 9,MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.88094,88.41363
78,412212,NABAJIBAN HOSPITAL PVT. LTD,"5, SHIBDAS BHADURI STREET, KOLKATA-700004,
Mail ID-nhpl2010@gmail.com","5, SHIBDAS BHADURI STREET, KOLKATA-700004",0,MULTI SPECIALITY WITH DIAGNOSTIC FACILITY,48-F(MED)WB,9/7/2019,31/03/2023,22.59874,88.37282
79,412213,PARAMOUNT HEALTH CARE,"148 &151, G.T. ROAD, MANIKTALA, SERAMPORE, HOOGHLY- 712202","442/3, RABINDRA SARANI, BANKURA",0,MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,23.22849,87.06875
80,412214,HARDIK MEDICAL DIAGNOSTIC CENTRE PVT. LTD. B.R. SARKAR MEMORIAL N.H.,"442/3, RABINDRA SARANI, BANKURA","442/3, RABINDRA SARANI, BANKURA",0,MULTI SPECIALITY WITH DIAGNOSTIC FACILITY,48-F(MED)WB,9/7/2019,31/03/2023,23.22849,87.06875
81,412215,ESKAG SANJEEVANI,"P-48, KSHIROD VIDYA VINODE AVENUE, NEAR GIRISH MANCH, BAGBAZAR, KOLKATA- 700003, Mail ID-
eskag_sanjeevani@yahoo.co.i n","P-48, KSHIROD VIDYA VINODE AVENUE, NEAR GIRISH MANCH, BAGBAZAR, KOLKATA- 700003",0,MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.60769,88.36986
82,412217,SRI SRI THAKUR SITARAMDAS OMKARNATH CHARITABLE TRUST,"S.M. PALLY,N.H.-34 MALDA-732101, Mail ID- rashiray97@rediffmail.com","S.M. PALLY,N.H.-34 MALDA-732101","7501446901/750
1",UNI-SPECIALITY EYE HOSPITAL,60-F(MED)WB,19/05/2020,31/03/2023,25.00698,88.14646
83,412219,SAHID KHUDIRAM BOSE HOSPITAL,"12,B.T. ROAD,KOLKATA-
700056, Mail ID-
sahidkhudirambose_hospital@ rediffmail.com","12,B.T. ROAD,KOLKATA-700056","(033)2544- 3250/2564-
8408/2190",MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.6581,88.3852
84,412220,NORTH BENGAL NEURO CENTRE PVT. LTD,"MEGHNATH SAHA SARANI, PRADHAN NAGAR, SILIGURI,DARJEELING- 734003, Mail ID-
nbnc2012@gmail.com","MEGHNATH SAHA SARANI, PRADHAN NAGAR, SILIGURI,DARJEELING- 734003",(0353)2518064/ 2511122,MULTI SPECIALITY HOSPITAL,60-F(MED)WB,19/05/2020,31/03/2023,26.73142,88.41547
85,412221,DR. S. S. CHATTERJEE HEART CENTRE,"11/5, DR.BIRESH GUHA STREET, PARK CIRCUS, KOLKATA-700017, Mail ID-
csudhangsu@yahoo.com","11/5, DR.BIRESH GUHA STREET, PARK CIRCUS, KOLKATA-700017","033-
22800281/03",MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.53866,88.37157
86,412222,RENAISSANCE HOSPITAL PVT.LTD.,"NAZRUL ISLAM AVENUE VIP ROAD,TEGHORIA, KOLKATA-700059, Mail ID-
corporatedesk@renaissancepvt ltd.com","NAZRUL ISLAM AVENUE VIP ROAD,TEGHORIA, KOLKATA-700059",3325735616,MULTI SPECIALITY HOSPITAL,94-F(MED)WB,13/11/2019,31/03/2023,22.61251,88.42931
87,412223,JEEBAN SURAKSHA HOSPITAL PVT. LTD.,"KATJURIDANGA, CHHATNA ROAD, BANKURA-722102, Mail ID-
jeebansurakshahospital@gmail
.com","KATJURIDANGA, CHHATNA ROAD, BANKURA-722102",3242243150,MULTI SPECIALITY HOSPITAL,73-F(MED)WB,4/9/2019,31/03/2023,23.24883,87.03406
88,412224,SPECTRA EYE FOUNDATION PVT. LTD.,"108, 108/1 JESSORE ROAD, CHOWMATHA,BASUNDHA RA COMPLEX, MADHYAMGRAM, KOL- 700129, Mail ID-
spectraeyefoundation2009@g mail.com,seftpa@gmail.com","108, 108/1 JESSORE ROAD, CHOWMATHA,KOLKATA-700129",2518-4949,EYE CARE CENTRE(DAY CARE),42-F(MED)WB,5/3/2020,31/03/2023,22.70372,88.47167
89,412225,NETRALOK,"12/A/30, JAIL ROAD, POST- KANDI,PS-KANDI,PIN- 742137, Mail ID-
netralok@gmail.com","12/A/30, JAIL ROAD, POST- KANDI,PS-KANDI,PIN- 742137",3484255256,EYE CARE CENTRE,94-F(MED)WB,13/11/2019,31/03/2023,24.08967209,88.18440247
90,412226,SHANTI SWASTHALAYA & ANUSANDHAN KENDRA PRIVATE LTD.,"UDAY SHANKAR SARANI, SEVOK ROAD, SILIGURI,
Mail ID- shantiswasthalayaslg@gmail.c om","UDAY SHANKAR SARANI, SEVOK ROAD, SILIGURI",3532521096,MULTI SPECIALITY HOSPITAL,03-F(MED)WB,25/01/2019,25/01/2021,26.72136,88.42725
91,412228,RE-LIFE,"252/5 K.G.T ROAD HINDMOTOR HOOGHLY,
Mail ID- relifehospitals@gmail.com",252/5 K.G.T ROAD HINDMOTOR HOOGHLY,9903646869,MULTI SPECIALITY HOSPITAL,52-F(MED)WB,16/07/2019,31/03/2023,21.7884623,87.7339077
92,412229,AALOEY PHERA,"72/65, THANAPUKUR PARH,HATABARI,CONTAI-
721401, Mail ID-
aaloeyphera.mediclaim@gmail
.com","72/65, THANAPUKUR PARH,HATABARI,CONTAI-721401",7980888622,EYE CARE CENTRE(DAY CARE),64-F(MED)WB,14/08/2019,31/03/2023,22.6168954,88.4336328
93,412230,NEW TOWN NURSING HOME AND DIAGNOSTIC CO. PVT. LTD.,"RGM 25/55, RAJARHAT ROAD, BAGUIATI,KOLKATA- 700059, Mail ID-
newtownnursing@gmail.com","RGM 25/55, RAJARHAT ROAD, BAGUIATI,KOLKATA- 700059",8697333318,MULTI SPECIALITY HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,22.60969,88.42987
94,412231,NAYONIKA EYE CARE,"J.N.ROY ROAD, SHYAMSAYER EAST,DIST- PURBA BURDWAN, Mail
ID-
nayonika.eyecentre@gmail.co m","J.N.ROY ROAD, SHYAMSAYER EAST,DIST- PURBA BURDWAN",7718319936,UNI-SPECIALITY EYE HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,23.24947,87.88007
95,412232,ALOLIKA NURSING HOME,"LOKEPUR,BANKURA,72210
2, Mail ID- alolikaeyecare@gmail.com","LOKEPUR,BANKURA,722102",7797776555,UNI-SPECIALITY EYE HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,23.22359,87.0292
96,412233,SILIGURI NURSING HOME PVT. LTD.,"H/434/N, HAREN MUKHERJEE ROAD,SILIGURI, Mail ID-
siligurinursinghome19@gmail. com","H/434/N, HAREN MUKHERJEE ROAD,SILIGURI,",9832454134,MULTI SPECIALITY HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,26.71437,88.42943
97,412234,NAIHATI HEALTH CARE INSTITUTE,"252,R.B.C. ROAD,P.O- GARIFA,P.S-NAIHATI,DIST 24 PGS NORTH,PIN-743166,
Mail ID- naihatihealthcare97@gmail.co m","252,R.B.C. ROAD,P.O- GARIFA,P.S-NAIHATI",7003074773,MULTI SPECIALITY HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,22.89396,88.41521
98,412235,ST JOSEPH'S HOSPITAL,"PHULPAHARI,P.O- VIDYASAGAR UNIVERSITY,DIST- PASCHIM MEDINIPUR,PIN- 721102, Mail ID-
st.josephmidnapore@gmail.co m","PHULPAHARI,P.O- VIDYASAGAR UNIVERSITY,DIST- PASCHIM MEDINIPUR,PIN- 721102",8768829889,MULTI SPECIALITY HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,22.43526,87.15249
99,412236,BANKURA NURSING HOME,"PATPUR,BANKURA-722101,
Mail ID- bankuranursinghome@yahoo.i n","PATPUR,BANKURA-722101",9434003087,MULTI SPECIALITY HOSPITAL,84-F(MED)WB,24/09/2019,31/03/2023,23.2324,87.0716
100,412237,MOTHER NURSING HOME,"VILL-GOBINDANAGAR, P.O-CHENCHUA GOBINDANAGAR, P.S- DASPUR, DIST-PASCHIM MEDINIPUR, PIN-721146,
Mail ID- mothernh23@gmail.com","VILL-GOBINDANAGAR, P.O-CHENCHUA GOBINDANAGAR, P.S- DASPUR, DIST-PASCHIM MEDINIPUR, PIN-721146",9932905061,MULTI SPECIALITY HOSPITAL,89-F(MED)WB,1/11/2019,31/03/2023,22.44483,89.21479
101,412238,RAMKRISHNA MEDICAL CENTRE A UNIT OF BOLPUR SANTINIKETAN HEALTH CARE PVT LTD.,"SIAN NEAR BOLPUR S.D. HOSPITAL,BOLPUR,BIRBH UM-731204, Mail ID-
rkmchospital2013@gmail.com","SIAN NEAR BOLPUR S.D. HOSPITAL,BOLPUR,BIRBH UM-731204",8017596348,MULTI SPECIALITY HOSPITAL,89-F(MED)WB,1/11/2019,31/03/2023,23.661154,87.6962424
102,412239,KALYANI INSTITUTE OF MEDICAL SCIENCE,"ALISHA,PURBA BURDWAN-713103, Mail ID-
kimsburdwan@gmail.com","ALISHA,PURBA BURDWAN-713103",8116602166,MULTI SPECIALITY HOSPITAL,89-F(MED)WB,1/11/2019,31/03/2023,23.2194451,87.8873859
103,412240,MAA DURGA NURSING HOME,"VILL-KULPI,P.O- KULPI,SOUTH 24 PGS, PIN- 743351, Mail ID-
maadurga.nursinghome@gmai l.com","VILL-KULPI,P.O- KULPI,SOUTH 24 PGS, PIN- 743351",9732625505,MULTI SPECIALITY HOSPITAL,89-F(MED)WB,1/11/2019,31/03/2023,22.16548,88.30008
104,412241,LIFE CARE NURSING HOME,"NAWABHAT SURI ROAD, PURBA BURDWAN,PIN- 713101, Mail ID-
lifecare.mediclaim@gmail.co m","NAWABHAT SURI ROAD, PURBA BURDWAN,PIN- 713358",6294518195,MULTI SPECIALITY HOSPITAL,118-F (MED)WB,26/12/2019,31/03/2023,23.23345947,87.9250946
105,412242,ROYAL CARE HOSPITAL,"95, N.S.B ROAD EAST, RANIGANJ, PASCHIM BARDHAMAN, PIN-713358,
Mail ID- info@royalcarehospitals.com","95, N.S.B ROAD EAST, RANIGANJ, PASCHIM BARDHAMAN, PIN-713358",7479002900,MULTI SPECIALITY HOSPITAL,20-F(MED)WB,5/2/2020,31/03/2023,23.63951874,87.11383057
106,412243,OHIO CARDIOLOGY ASSOCIATES INDIA PVT. LTD.,"DG-6, RAJARHAT, KOLKATA-700156, Mail ID-
mitali@ohiohospital.in,operati ons.covid@ohiohospital.in,swa sthyasathi@ohiohospital.in","DG-6, RAJARHAT, KOLKATA-700156",8240485537,MULTI SPECIALITY HOSPITAL,112-F (MED)WB,9/11/2020,31/03/2023,22.4941,88.4381
107,413401,SUNRISE NURSING HOME. PVT. LTD.,"UTTAM SING SARANI,ASHRAMPARA, SEVOKE ROAD,SILIGURI, DARJEELING","UTTAM SING SARANI,ASHRAMPARA, SEVOKE ROAD,SILIGURI, DARJEELING",0,MULTI SPECIALITY HOSPITAL,117-F (MED)WB,20/12/2019,31/03/2023,26.72582,88.42933
108,413402,M/S MAJUMDAR MILLENNIUM NURSING HOME & RELIABLE DIAGNOSTIC CENTRE PRIVATE LTD.,"A- 9X/3CA,KALYANI,NADIA,P IN-741235, Mail ID-
majumdermillenium@yahoo.c om","A- 9X/3CA,KALYANI,NADIA,P IN-741235",(033)25820685/ 2,MULTI SPECIALITY WITH DIAGNOSTIC FACILITY,47-F(MED)WB,9/7/2019,31/03/2023,22.96795,88.46491
109,413404,MULTICARE HOSPITAL,"A-9/14S, KALYANI,NADIA 741235, Mail ID-
multicarehospital99@yahoo.co m","A-9/14S, KALYANI,NADIA 741235",(033)25828855,MULTI SPECIALITY HOSPITAL,26-F(MED)WB,2/5/2019,1/5/2021,22.96795,88.46491
110,413405,DR. SARKER DAY EYE CARE,"ASTGA APARTMENT, 98 SURENDRANATH ROAD, NABAPALLY, BARASAT, KOL-700126, Mail ID-
tksarker@yahoo.com","ASTGA APARTMENT, 98 SURENDRANATH ROAD, ",(033)25421086,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,23.58554,87.27924
111,413406,SANKARA JYOTI EYE INSTITUTE,"5/1 MSM ROAD, KHARDAH, KOLKATA- 700116, Mail ID-
sankarajyotieyeinstitute@gmai l.com","5/1 MSM ROAD, KHARDAH, KOLKATA- 700116",9804623744,UNI-SPECIALITY EYE HOSPITAL,115-F (MED)WB,25/11/2020,31/03/2023,22.72413,88.37356
112,413407,RENUKA EYE INSTITUTE,"25/3 JESSORE ROAD SOUTH,  DAKBANGLO MORE, RATHTALA , BARASAT, KOL-700124, ,
Mail ID- renukaeye09@yahoo.in","25/3 JESSORE ROAD SOUTH,  DAKBANGLO MORE, RATHTALA , BARASAT, KOL-700124, ",0,UNI-SPECIALITY EYE HOSPITAL,34-F(MED)WB,7/6/2019,6/6/2021,22.7342186,88.48184204
113,413408,NORTH BENGAL EYE CENTREPVT.LTD.,"UDHAM SINGH SARANI,ASHRAMPARA,SIL IGURI-734401, Mail ID-
siliguri.tpa@vasaneye.in","UDHAM SINGH SARANI,ASHRAMPARA,SIL IGURI","3532640945/035
3",UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,26.72279,88.43197
114,413410,R.G. STONE UROLOGY & LAPAROSCOPY HOSPITAL,"33, GARIAHAT ROAD SOUTH, KOLKATA-31","33, GARIAHAT ROAD SOUTH, KOLKATA-31",0,MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.50984192,88.4152
115,413411,GLOCAL HEALTHCARE SYSTEM PVT.LTD.,"NABADIGANTA MARKET COMPLEX,  POWER HOUSE MORE, PO-PS - DUBRAJPUR, DIST BIRBHUM, PIN  731123, WEST B, Mail ID-
purnendu.choudhury@ghspl.in","NABADIGANTA MARKET COMPLEX,  POWER HOUS",8697726565,MULTI SPECIALITY WITH DIAGNOSTIC FACILITY,48-F(MED)WB,9/7/2019,31/03/2023,22.58689117,88.48776245
116,413413,COOCH BEHAR EYE CARE CENTRE PVT. LTD,"RRN ROAD, P.O. & DIST.- COOCH BEHAR, PIN- 736101","RRN ROAD, P.O. & DIST.- COOCH BEHAR, PIN- 736101",0,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,26.33142,89.44987
117,413415,GARIFA SANJEEVNI,"460/2, R.B.C. ROAD, P.O.- GARIFA, NORTH 24 PARGANAS, PIN-743166,
Mail ID- garifasanjeevni2011@gmail.co m","460/2, R.B.C. ROAD, P.O.- GARIFA, NORTH 24 PARGANAS, PIN-743166",9830485881,MULTI SPECIALITY HOSPITAL,73-F(MED)WB,4/9/2019,31/03/2023,22.90181,88.41845
118,413416,WE CARE,"101/1/Z/Z,M.R.S.VERMA ROAD,P.O.- UTTARPARA,DIST.- HOOGHLY, Mail ID-
wecare.nh@gmail.com","101/1/Z/Z,M.R.S.VERMA ROAD,P.O.- UTTARPARA,DIST.- HOOGHLY","26636141/26643
4",MULTI SPECIALITY HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.77828,88.32802
119,413417,VASAN HEALTH CARE PVT. LTD,"177-F, B.T.ROAD, PANIHATI CROSSINGNEAR SODEPUR RLY, STATION. 24- PARGANAS NORTH","177-F, B.T.ROAD, PANIHATI CROSSINGNEAR SODEPUR RLY, STATION. 24- PARGANAS NORTH",8017993873,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.69545,88.39748
120,413418,EYE MICROSURGERY AND LASER CENTER,"BARABAZAR, CHINSURAH, NEAR OLDLAUNCH GHAT, DIST.
HOOGHLY, PIN-712101, Mail
ID-boseemlc@dataone.in","BARABAZAR, CHINSURAH, NEAR OLDLAUNCH GHAT, DIST-HOOGHLY, PIN-712101",9830357710,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.8997,88.39476
121,413421,B.B.EYE FOUNDATION,"2/5,SARAT BOSE ROAD,MINTO PARK, KOLKATA-700020, Mail ID-
drchandrimapaul@gmail.com","2/5,SARAT BOSE ROAD,MINTO PARK, KOLKATA-700020","(2474)8816/660 8/24862720/983
0157466",UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.54046,88.35469
122,413422,DRISTI EYE FOUNDATION,"32/1/1, HALDARPARA LANE, HOWRAH-711101,
Mail ID- dristieyefoundation@gmail.co m","32/1/1, HALDARPARA LANE, HOWRAH-711101","8336973332/264
0",UNI-SPECIALITY EYE HOSPITAL,47-F(MED)WB,9/7/2019,31/03/2023,22.59448,88.33877
123,413423,PATNI HEALTHCARE LTD,"106,JESSORE ROAD.MADHYAMGRAM KOLKATA-7000129, Mail ID-
kol.ajctpa@patnihealthcare.co m","106,JESSORE ROAD.MADHYAMGRAM KOLKATA-7000129","033-
66306017/83",EYE CARE CENTRE(DAY CARE),48-F(MED)WB,9/7/2019,31/03/2023,22.63894,88.42819
124,413424,GANGA NURSING HOME,"B.B.BANERJEE ROAD, CHAKDAH ROAD, BONGAON,NORTH 24 PGS,
Mail ID- gangabongaon@ymail.com","B.B.BANERJEE ROAD, CHAKDAH ROAD, BONGAON,NORTH 24 PGS",9332451134,MULTI SPECIALITY HOSPITAL,9-F(MED)WB,20/01/2020,31/03/2023,23.0476,88.82678
125,413425,DAKSHIN BARASAT EYE FOUNDATION,"UTTAR KALIKAPUR,DAKSHIN BARASAT,SOUTH 24 PGS,PIN-743372, Mail ID-
dbeh.eyehospital@gmail.com","UTTAR KALIKAPUR,DAKSHIN BARASAT,SOUTH 24 PGS,PIN-743372",9434743678,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.31479,88.47753
126,413426,JAYMALA MEMORIAL HOSPITAL,"A-1/2 C.A, KALYANI,NODIA,PIN- 741235,WEST BENGAL,
Mail ID- jaymalamemorialhospital@yah oo.com","A-1/2 C.A, KALYANI,NODIA,PIN- 741235,WEST BENGAL",9903288860,MULTI SPECIALITY HOSPITAL,47-F(MED)WB,9/7/2019,31/03/2023,22.9833,88.4833
127,413427,NETRAALOK,"DESHBANDHU PALLY,6 BIJOYNAGAR,P.O.&P.S.- NAIHATI, PIN-743165, DIST.- NORTH 24 PARGANAS, Mail ID-
netraalok@gmail.com, tanbis1982@gmail.com","DESHBANDHU PALLY,6 BIJOYNAGAR,P.O.&P.S.- NAIHATI, PIN-743165, DIST.- NORTH 24 PARGANAS",3325027064,UNI-SPECIALITY EYE HOSPITAL,48-F(MED)WB,9/7/2019,31/03/2023,22.894,88.4239345
128,413428,ASG HOSPITAL PVT. LTD.,"403/1,ALCOVE GLORIA, DAKSHINDARI ROAD, KOL-700048, Mail ID-
kolkata@asgeyehospital.com","403/1,ALCOVE GLORIA, DAKSHINDARI ROAD, KOLKATA - 700048","03325212211/22
0",UNI-SPECIALITY EYE HOSPITAL,94-F(MED)WB,13/11/2019,31/03/2023,22.59748,88.42178
129,413429,NAYAN JYOTI EYE CARE CENTRE,"9, JESSORE ROAD, KOLKATA-700028, Mail ID-
nayanjyotieyecarecentre@gma il.com,piyalideb550@gmail.co m","9, JESSORE ROAD, KOLKATA-700028",3325290088,EYE CARE CENTRE,48-F(MED)WB,9/7/2019,31/03/2023,22.63894,88.42819
130,413431,CITIZEN'S EYE & HEALTH CARE,"153/1,N.S.AVENUE,SERAMP ORE,HOOGHLY-712201,
Mail ID- sseyesurgeon@gmail.com","153/1,N.S.AVENUE,SERAMP ORE,HOOGHLY-712201",9432363277,EYE CARE CENTRE(DAY CARE),30-F(MED)WB,27/05/2019,26/06/2021,22.751549,88.3515774
131,421001,ASHOK LABORATORY CLINICAL TESTING CENTRE PVT. LTD.,"390 B,JODHPUR PARK,KOLKATA-68","390 B,JODHPUR PARK,KOLKATA-700068",334724068,DIAGNOSTIC,73-F(MED)WB,4/9/2019,31/03/2023,22.50655,88.36701
132,421003,SONO SCAN HEALTHCARE PVT.LTD,"69/9,B.G.ROAD,MOKDUMP ER,P.O. MOKDUMPUR, MALDA- 732103","69/9,B.G.ROAD,MOKDUMP ER,P.O. MOKDUMPUR, MALDA- 732103",9434039705,DIAGNOSTIC,117- F(MED) WB,20/12/2019,31/03/2023,25.01331,88.15178
133,421004,PULSE DIAGNOSTIC PVT LTD,"75, SARAT BOSE ROAD, KOLKATA-29","75, SARAT BOSE ROAD, KOLKATA-700029",033-2454-6142,DIAGNOSTIC,73-F(MED)WB,4/9/2019,31/03/2023,22.51948,88.35204
134,421006,SURAKSHA DIAGNOSTIC PVT. LTD. KOLKATA,"BB-99, PRAFULLA KANAN, VIP PARK, KOLKATA- 700101","BB-99, PRAFULLA KANAN, VIP PARK, KOLKATA- 700101",3366059801,DIAGNOSTIC,117-F (MED)WB,20/12/2019,31/03/2023,22.59748,88.42178
135,421007,SURAKSHA DIAGNOSTIC PVT LTD. SILIGURI,"15/10, UDHAM SINGH SARANI, SILIGURI","15/10, UDHAM SINGH SARANI, SILIGURI",3532643640,DIAGNOSTIC,117-F (MED)WB,20/12/2019,31/03/2023,26.72273,88.43136
136,421008,NORTH CITY DIAGNOSTIC CENTRE PVT LTD,"35A,CANAL WEST ROAD, KOLKATA-700004","35A,CANAL WEST ROAD, KOLKATA-700004",3325546221,DIAGNOSTIC,83-F(MED)WB,13/09/2018,13/09/2020,22.59469,88.37981
137,421009,EASTERN DIAGNOSTICS INDIA PVT. LTD.,"13C, MIRZA GALIB STREET, KOLKATA-700016","13C, MIRZA GALIB STREET, KOLKATA-700016",3322178080,DIAGNOSTIC,48-F(MED)WB,9/7/2019,31/03/2023,22.558,88.35472
138,421010,DOYEN DIAGNOSTIC AND RESEARCH FOUNDATION,"59,BHUPEN BOSE AVENUE,KOLKATA-700004","59,BHUPEN BOSE AVENUE,KOLKATA-700004","03325558148/25
3",DIAGNOSTIC,47-F(MED)WB,23/05/2018,22/05/2020,22.60074,88.370071
139,421011,THEISM ULTRASOUND CENTRE IMAGING DIVISION,"14B, DUMDUM ROAD, KOLKATA-700030","14B, DUMDUM ROAD, KOLKATA-700030",335568383,DIAGNOSTIC,48-F(MED)WB,9/7/2019,31/03/2023,22.61954,88.39189
140,421012,FMC HEALTH CARE PVT LTD,"207.N.S.C. BOSE ROAD, KOLKATA-700040","207.N.S.C. BOSE ROAD, KOLKATA-700040","03324815741/24
8",DIAGNOSTIC,47-F(MED)WB,9/7/2019,31/03/2023,22.48143,88.35419
141,421014,FUTURE DIAGNOSTICS,"90, KALITALA ROAD, PRINCE ANWARSHAH ROAD. CONNECTOR, KOLKATA-700078","90, KALITALA ROAD, PRINCE ANWARSHAH ROAD. CONNECTOR, KOLKATA-700078",8340274686,DIAGNOSTIC,89-F(MED)WB,1/11/2019,31/03/2023,22.50629,88.39881
142,421015,MEDINOVA DIAGNOSTIC SERVICES LIMITED,"1, SARAT CHATTERJEE AVENUE, KOLKATA-70002","1, SARAT CHATTERJEE AVENUE, KOLKATA-700033",9830926462,DIAGNOSTIC,99-F(MED) WB,21/09/2019,,22.50995,88.349
